"","code","license","publisher","datasetName","year","month","day","scientificName","family","FID","date","depth","mlotst","to","so","zo","prouct_type","bathy","slope","FID.1","lon","lat"
"11531",33098,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,4,12,"Physeter macrocephalus","Physeteridae",0,"2011-04-01",0,24.1999999999998,15.883,36.088,0.167,"Reanalysis",843.38720703125,1.26417565345764,0,-687.018102353681,4334.98479833056
"11532",33099,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,26,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.6999999999998,22.423,36.236,0.284,"Reanalysis",659.904052734375,0.383914977312088,0,-692.534617465078,4346.08939528064
"11533",33100,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,27,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.284,36.188,0.286,"Reanalysis",946.346801757812,0.514623284339905,0,-656.448879041872,4365.80851465167
"11534",33101,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,13,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11535",33102,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,11,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11536",33103,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,10,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11537",33104,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,19,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.357,36.243,0.274,"Reanalysis",1384.72216796875,1.37202680110931,0,-667.788796921016,4325.28712373513
"11538",33106,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,21,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.357,36.243,0.274,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.064372433887,4326.8748075713
"11539",33109,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,23,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,12.5,22.455,36.248,0.274,"Reanalysis",1437.36767578125,0.948170244693756,0,-651.866089731061,4329.80183900431
"11540",33111,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,8,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11541",33113,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,6,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11542",33115,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,5,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11543",33116,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,3,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,39.5,21.274,36.214,0.321,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.502076901381,4330.18491866053
"11544",33117,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.294,36.203,0.28,"Reanalysis",1015.11608886719,1.01805245876312,0,-686.75819603556,4378.33002458265
"11545",33119,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.16,36.166,0.264,"Reanalysis",1337.82348632812,1.20081055164337,0,-688.166876691777,4380.82796860058
"11546",33120,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,9,27,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,24.3999999999996,22.475,36.101,0.323,"Reanalysis",1437.36767578125,0.948170244693756,0,-654.502076901381,4330.18491866053
"11547",33121,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.16,36.166,0.264,"Reanalysis",1337.82348632812,1.20081055164337,0,-688.870782581259,4382.0771073669
"11548",33122,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.16,36.166,0.264,"Reanalysis",1337.82348632812,1.20081055164337,0,-689.91451950527,4381.09397542906
"11549",33123,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.294,36.203,0.28,"Reanalysis",896.128601074219,1.16411101818085,0,-691.128591361163,4378.99469582214
"11550",33124,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,18,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.357,36.243,0.274,"Reanalysis",1384.72216796875,1.37202680110931,0,-661.305874375988,4326.61756705569
"11551",33125,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,2,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11552",33126,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,18,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.357,36.243,0.274,"Reanalysis",1384.72216796875,1.37202680110931,0,-662.511619637002,4324.51368751304
"11553",33127,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,19,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.8999999999996,22.357,36.243,0.274,"Reanalysis",1384.72216796875,1.37202680110931,0,-666.02970767723,4325.02890514629
"11554",33128,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,7,1,"Physeter macrocephalus","Physeteridae",0,"2013-07-01",0,12.5999999999999,22.018,36.208,0.24,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11555",33129,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,6,28,"Physeter macrocephalus","Physeteridae",0,"2013-06-01",0,18.3999999999996,19.308,36.12,0.206,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11556",33130,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,6,24,"Physeter macrocephalus","Physeteridae",0,"2013-06-01",0,18.3999999999996,19.308,36.12,0.206,"Reanalysis",591.688781738281,0.745030701160431,0,-687.473680807821,4349.89366593808
"11557",33131,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,13,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,39.6999999999998,20.571,36.141,0.314,"Reanalysis",931.480834960938,1.00226283073425,0,-656.099455933745,4386.28146186161
"11558",33132,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,12,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,39.5,21.274,36.214,0.321,"Reanalysis",1437.36767578125,0.948170244693756,0,-653.623407111898,4330.05712391428
"11559",33134,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,12,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,39.5,21.274,36.214,0.321,"Reanalysis",1437.36767578125,0.948170244693756,0,-652.744744723275,4329.92943069908
"11560",33135,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,6,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,48.2999999999997,20.931,36.206,0.314,"Reanalysis",1221.6630859375,1.03772926330566,0,-637.487354429985,4317.47901793495
"11561",33136,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,6,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,48.2999999999997,20.931,36.206,0.314,"Reanalysis",1221.6630859375,1.03772926330566,0,-636.766915823884,4316.23746024519
"11562",33138,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,4,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,35,21.406,36.198,0.324,"Reanalysis",1384.72216796875,1.37202680110931,0,-668.668352864503,4325.41638551021
"11563",33139,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,12,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.6999999999998,22.423,36.236,0.284,"Reanalysis",659.904052734375,0.383914977312088,0,-693.918285937724,4342.8725263624
"11564",33140,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2010,10,4,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,35,21.406,36.198,0.324,"Reanalysis",1384.72216796875,1.37202680110931,0,-666.02970767723,4325.02890514629
"11565",33141,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,12,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.6999999999998,22.423,36.236,0.284,"Reanalysis",659.904052734375,0.383914977312088,0,-694.121511822337,4347.47109217331
"11566",33142,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,12,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.6999999999998,22.423,36.236,0.284,"Reanalysis",659.904052734375,0.383914977312088,0,-695.538741436816,4349.96969585971
"11567",33143,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,13,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.736,36.257,0.296,"Reanalysis",810.66650390625,0.687680184841156,0,-709.750662201846,4350.99333794464
"11568",33144,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.294,36.203,0.28,"Reanalysis",896.128601074219,1.16411101818085,0,-687.971314107677,4376.23035383637
"11569",33145,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2015,7,15,"Physeter macrocephalus","Physeteridae",0,"2015-07-01",0,11.7999999999997,22.294,36.203,0.28,"Reanalysis",1015.11608886719,1.01805245876312,0,-687.096988170779,4376.09764215842
"11570",33146,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2022,5,18,"Physeter macrocephalus","Physeteridae",0,"2022-05-01",0,15.6999999999998,17.222,36.151,0.246,"Reanalysis",896.128601074219,1.16411101818085,0,-695.28375486609,4369.34806269352
"11571",33147,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,18,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-669.605168733035,4331.25670211476
"11572",33149,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,3,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.0999999999999,21.323,36.339,0.244,"Reanalysis",946.837463378906,1.28778791427612,0,-441.730112198056,4212.94662213158
"11573",33155,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,5,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-665.210616215579,4330.61015458652
"11574",33156,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,6,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.0999999999999,21.323,36.339,0.244,"Reanalysis",1050.84350585938,1.75782752037048,0,-429.189396457255,4212.64645316408
"11575",33157,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,14,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.7999999999997,21.801,36.295,0.239,"Reanalysis",1500.52185058594,1.17277908325195,0,-644.440907260049,4325.31006084814
"11576",33158,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,14,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1437.36767578125,0.948170244693756,0,-660.263592371032,4327.60529200506
"11577",33159,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,14,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.7999999999997,21.801,36.295,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-657.626310756769,4327.2204694118
"11578",33160,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,14,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.7999999999997,21.801,36.295,0.239,"Reanalysis",1500.52185058594,1.17277908325195,0,-642.682979453268,4325.05706424506
"11579",33163,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,12,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.2999999999997,21.401,36.344,0.239,"Reanalysis",689.592163085938,1.0527777671814,0,-417.428203014293,4221.47569271103
"11580",33164,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,14,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.7999999999997,21.801,36.295,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.384491032933,4327.47691623294
"11581",33165,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,12,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-663.289182821183,4331.46845267079
"11582",33166,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,16,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.7999999999997,21.801,36.295,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-656.584668739592,4328.20854485302
"11583",33167,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,15,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-669.05501748228,4328.89463886567
"11584",33169,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,16,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-669.605168733035,4331.25670211476
"11585",33170,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,7,15,"Physeter macrocephalus","Physeteridae",0,"2011-07-01",0,12.5,22.258,36.304,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-670.648764653123,4330.27002679641
"11586",33171,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,23,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.318981620652,4321.76768895852
"11587",33172,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,23,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-657.721882590457,4320.39534369194
"11588",33173,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,23,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.926598502483,4318.29092008562
"11589",33174,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,21,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-656.747231809764,4327.09239834144
"11590",33176,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,24,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,27.1999999999998,16.395,36.18,0.247,"Reanalysis",1384.72216796875,1.37202680110931,0,-669.547916361685,4325.54574895343
"11591",33177,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,23,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,31.2999999999997,16.432,36.183,0.239,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.43925076954,4321.63956389856
"11592",33178,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,26,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11593",33179,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,3,21,"Physeter macrocephalus","Physeteridae",0,"2017-03-01",0,62.5999999999999,16.206,36.174,0.239,"Reanalysis",659.904052734375,0.383914977312088,0,-698.679707459236,4347.01948095136
"11594",33180,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,10,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,27.1999999999998,16.395,36.18,0.247,"Reanalysis",1089.95190429688,1.58661651611328,0,-680.484994596625,4330.58599494032
"11595",33181,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,3,21,"Physeter macrocephalus","Physeteridae",0,"2017-03-01",0,57.6999999999998,16.364,36.176,0.244,"Reanalysis",1089.95190429688,1.58661651611328,0,-679.605720263906,4330.45527991129
"11596",33182,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,3,21,"Physeter macrocephalus","Physeteridae",0,"2017-03-01",0,62.5999999999999,16.206,36.174,0.239,"Reanalysis",659.904052734375,0.383914977312088,0,-697.971106934226,4345.76978926516
"11597",33183,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,7,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1384.72216796875,1.37202680110931,0,-670.319403718694,4332.50259804739
"11598",33188,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2009,4,10,"Physeter macrocephalus","Physeteridae",0,"2009-04-01",0,24.7999999999997,16.521,36.182,0.255,"Reanalysis",843.38720703125,1.26417565345764,0,-683.122863059712,4330.97875109041
"11599",33189,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,24,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11600",33190,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,17,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,20.8999999999996,16.798,36.186,0.216,"Reanalysis",1384.72216796875,1.37202680110931,0,-665.046693259333,4331.72637891061
"11601",33191,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,17,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,20.8999999999996,16.798,36.186,0.216,"Reanalysis",1384.72216796875,1.37202680110931,0,-665.210616215579,4330.61015458652
"11602",33192,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,23,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11603",33193,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,25,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11604",33194,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,14,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,21,16.663,36.172,0.21,"Reanalysis",591.688781738281,0.745030701160431,0,-689.527176520027,4342.21087459906
"11605",33195,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,14,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,21,16.663,36.172,0.21,"Reanalysis",591.688781738281,0.745030701160431,0,-687.562380119288,4337.3493778548
"11606",33196,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,13,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,31.2999999999997,16.349,36.162,0.208,"Reanalysis",1015.11608886719,1.01805245876312,0,-679.396542850306,4373.79171166085
"11607",33197,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,13,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1384.72216796875,1.37202680110931,0,-666.089511757154,4330.73926072097
"11608",33198,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,16,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11609",33199,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,16,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11610",33200,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,15,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11611",33205,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,10,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1384.72216796875,1.37202680110931,0,-664.822900490229,4327.13245454703
"11612",33206,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2017,4,14,"Physeter macrocephalus","Physeteridae",0,"2017-04-01",0,21,16.663,36.172,0.21,"Reanalysis",591.688781738281,0.745030701160431,0,-686.683684862776,4337.21769778468
"11613",33207,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,10,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,18.3999999999996,19.378,36.252,0.204,"Reanalysis",1437.36767578125,0.948170244693756,0,-659.547406280776,4326.36073291456
"11614",33208,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,21,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11615",33209,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,15,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1089.95190429688,1.58661651611328,0,-680.051510780172,4321.39327365258
"11616",33213,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,16,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1384.72216796875,1.37202680110931,0,-669.934201264331,4329.02413270164
"11617",33215,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,16,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,17.7999999999997,19.49,36.241,0.212,"Reanalysis",1089.95190429688,1.58661651611328,0,-672.571797757617,4329.41322449249
"11618",33216,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,17,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11619",33217,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,11,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11620",33219,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,14,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11621",33221,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2013,8,12,"Physeter macrocephalus","Physeteridae",0,"2013-08-01",0,12,22.565,36.189,0.293,"Reanalysis",1089.95190429688,1.58661651611328,0,-673.285996190403,4330.65945244006
"11622",33226,"CC0_1_0","OBIS-SEAMAP","Happywhale - Sperm whale in North Atlantic Ocean",2011,6,20,"Physeter macrocephalus","Physeteridae",0,"2011-06-01",0,18.3999999999996,19.378,36.252,0.204,"Reanalysis",1437.36767578125,0.948170244693756,0,-658.276732131256,4322.75576175343
