"","code","license","publisher","datasetName","year","month","day","scientificName","family","FID","date","depth","mlotst","to","so","zo","prouct_type","bathy","slope","FID.1","lon","lat"
"2304",14016,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,25,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,23.1999999999998,22.667,36.109,0.216,"Reanalysis",1129.24645996094,1.98131465911865,0,-404.344769079927,4250.4642013201
"2305",14018,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,26,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,23.1999999999998,22.667,36.109,0.216,"Reanalysis",1129.24645996094,1.98131465911865,0,-408.371423154573,4246.40314337982
"2306",14019,"CC_BY_NC_4_0","Institute of Marine Research",NA,2000,6,3,"Physeter macrocephalus","Physeteridae",0,"2000-06-01",0,15.2999999999997,20.404,36.172,0.206,"Reanalysis",729.655090332031,0.226252168416977,0,-634.811816098884,4367.20592309737
"2307",14037,"CC_BY_NC_4_0","Institute of Marine Research",NA,1999,6,20,"Physeter macrocephalus","Physeteridae",0,"1999-06-01",0,18.6999999999998,19.994,36.152,0.222,"Reanalysis",1113.60205078125,0.866083860397339,0,-635.368853977209,4424.25415488266
"2308",14044,"CC_BY_NC_4_0","Institute of Marine Research",NA,2000,6,14,"Physeter macrocephalus","Physeteridae",0,"2000-06-01",0,15.2999999999997,20.404,36.172,0.206,"Reanalysis",729.655090332031,0.226252168416977,0,-634.811816098884,4367.20592309737
"2309",14045,"CC_BY_NC_4_0","Institute of Marine Research",NA,1999,6,16,"Physeter macrocephalus","Physeteridae",0,"1999-06-01",0,19.0999999999999,20.301,36.198,0.209,"Reanalysis",971.351501464844,0.995406866073608,0,-719.372495826275,4341.04104917846
"2310",14074,"CC_BY_NC_4_0","Institute of Marine Research",NA,2005,6,1,"Physeter macrocephalus","Physeteridae",0,"2005-06-01",0,17,20.209,36.217,0.208,"Reanalysis",1342.52954101562,1.76283979415894,0,-391.48300697102,4245.6585065898
"2311",14075,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,4,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,21.3999999999996,22.459,36.107,0.329,"Reanalysis",1758.40014648438,1.17462265491486,0,-722.950216130662,4381.62275593448
"2312",14085,"CC_BY_NC_4_0","Institute of Marine Research",NA,2005,7,18,"Physeter macrocephalus","Physeteridae",0,"2005-07-01",0,16.6999999999998,21.56,36.173,0.225,"Reanalysis",1965.27917480469,0.408876538276672,0,-694.694121272481,4465.24715777617
"2313",14092,"CC_BY_NC_4_0","Institute of Marine Research",NA,2002,8,12,"Physeter macrocephalus","Physeteridae",0,"2002-08-01",0,14.6999999999998,23.829,36.201,0.318,"Reanalysis",1823.64001464844,1.48048663139343,0,-617.702120358506,4393.20537883842
"2314",14098,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,7,27,"Physeter macrocephalus","Physeteridae",0,"2010-07-01",0,12,22.519,36.157,0.222,"Reanalysis",2382.67846679688,0.295710474252701,0,-584.157890949139,4233.95354282693
"2315",14102,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,10,19,"Physeter macrocephalus","Physeteridae",0,"2010-10-01",0,34.5,20.971,36.192,0.319,"Reanalysis",995.117431640625,0.581823885440826,0,-664.389474675792,4354.4372862163
"2316",14108,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,8,1,"Physeter macrocephalus","Physeteridae",0,"2010-08-01",0,12.6999999999998,22.451,36.111,0.248,"Reanalysis",2221.94311523438,0.903398931026459,0,-539.963293157554,4233.88112821919
"2317",14114,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,18,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,21.5999999999999,22.324,36.072,0.286,"Reanalysis",1228.60717773438,1.18208146095276,0,-528.925267479205,4312.93619404292
"2318",14120,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,23,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,23.5,22.12,36.075,0.337,"Reanalysis",1081.01684570312,0.813656568527222,0,-672.695323359127,4364.79771432794
"2319",14132,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,8,20,"Physeter macrocephalus","Physeteridae",0,"2010-08-01",0,11.7999999999997,23.671,36.071,0.313,"Reanalysis",1829.05908203125,0.351887106895447,0,-703.394196056773,4443.74699568501
"2320",14135,"CC_BY_NC_4_0","Institute of Marine Research",NA,2012,8,17,"Physeter macrocephalus","Physeteridae",0,"2012-08-01",0,14.1999999999998,23.062,36.351,0.175,"Reanalysis",2129.82397460938,2.76980710029602,0,-398.383134784973,4123.57279197143
"2321",14144,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,6,11,"Physeter macrocephalus","Physeteridae",0,"2010-06-01",0,14.3999999999996,19.63,36.2,0.185,"Reanalysis",662.797790527344,1.29664885997772,0,-460.093785055236,4217.33326776194
"2322",14150,"CC_BY_NC_4_0","Institute of Marine Research",NA,1999,7,15,"Physeter macrocephalus","Physeteridae",0,"1999-07-01",0,12.5999999999999,22.712,36.196,0.208,"Reanalysis",1517.1591796875,1.10499489307404,0,-716.832512538037,4386.38592348799
"2323",14153,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,7,21,"Physeter macrocephalus","Physeteridae",0,"2010-07-01",0,13.1999999999998,22.298,36.21,0.193,"Reanalysis",3297.41479492188,0.65747606754303,0,-353.279758950506,4104.27443145279
"2324",14175,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,16,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,22.2999999999997,22.272,36.097,0.34,"Reanalysis",1424.77954101562,1.3343653678894,0,-714.724485480998,4376.90979065126
"2325",14185,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,9,17,"Physeter macrocephalus","Physeteridae",0,"2010-09-01",0,19.3999999999996,22.59,36.077,0.236,"Reanalysis",1357.15051269531,2.1105580329895,0,-468.396047162384,4253.3458639503
"2326",14190,"CC_BY_NC_4_0","Institute of Marine Research",NA,2010,5,23,"Physeter macrocephalus","Physeteridae",0,"2010-05-01",0,25.0999999999999,17.204,36.083,0.197,"Reanalysis",1863.63293457031,0.706290483474731,0,-740.975877424484,4381.03017609218
"2327",14222,"CC_BY_NC_4_0","Institute of Marine Research",NA,1999,7,15,"Physeter macrocephalus","Physeteridae",0,"1999-07-01",0,13.5,22.752,36.188,0.375,"Reanalysis",1911.50830078125,0.226400807499886,0,-822.820185004869,4460.02852957986
"2328",14234,"CC_BY_NC_4_0","Institute of Marine Research",NA,2012,6,27,"Physeter macrocephalus","Physeteridae",0,"2012-06-01",0,17.5,19.846,36.216,0.182,"Reanalysis",490.380187988281,1.16985630989075,0,-458.395303293309,4231.8208136901
